product_id,name,brand,category,ingredients,serving_size_g,energy_100g,fat_100g,saturated_fat_100g,carbs_100g,fiber_100g,sugars_100g,protein_100g,sodium_100g,net_carbs_100g,energy_per_serving,fat_per_serving,saturated_fat_per_serving,carbs_per_serving,fiber_per_serving,sugars_per_serving,protein_per_serving,sodium_per_serving,net_carbs_per_serving,keto_compliant,high_protein,low_sodium,low_fat
20103644,Kokosmilch,Freshona,en:plant-based-foods-and-beverages,"91% coconut extract, water, guar gum stabilizer,",1400.0,194.0,20.5,16.8,1.4,0.6,0.9,0.8,20.0,0.7999999999999999,2716.0,287.0,235.20000000000002,19.599999999999998,8.4,12.6,11.200000000000001,280.0,11.2,0,1,0,0
6111184004129,Mayonnaise recette originale,Star,en:condiments,"Huile de soja, eau, vinaigre de table, jaune d’œufs, moutarde&quot;, sel, stabilisants (E412, E415), conservateur : (E202, E211) et antioxydant : E330. * contient des sulfites",100.0,592.0,65.21,9.8,0.22,0.0,0.05,1.12,700.0,0.22,592.0,65.21,9.8,0.22,0.0,0.05,1.12,700.0,0.22,1,0,0,0
8422174010029,Gazpacho Original,"Alvalle, PepsiCo",en:plant-based-foods-and-beverages,"Verdures fresques (94%) (tomàquet, pebrot vermell, cogombre, ceba), 
oli d'oliva verge extra (2,2%), 
vinagre de vi, 
sal marina, 
all, 
suc de llimona",100.0,42.0,2.4,0.4,3.5,1.2,3.3,0.9,248.0,2.3,42.0,2.4,0.4,3.5,1.2,3.3,0.9,248.0,2.3,1,0,0,1
6111128000163,Ain Saiss Eau Minerale Naturelle,Danone,en:beverages-and-beverages-preparations,"Calcium : 63,5
Magnésium : 35,5
Nitratex : 7
Sodium 8
Chlorures : 19,8
Sulfate : 3,8
Bicarbonate : 372
Potassium : 1",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
50457243,Tomato Ketchup,Heinz,en:condiments,"Tomatoes, Spirit Vinegar, Sugar, Salt, Spice and Herb Extracts (contain Celery), Spice.",15.0,102.0,0.1,0.0,23.2,0.0,22.8,1.2,720.0,23.2,15.299999999999999,0.015,0.0,3.48,0.0,3.42,0.18,108.0,3.48,1,0,1,1
8001665714372,Tortellini ricotta & épinards,"Giovanni Rana, Rana",en:plant-based-foods-and-beverages,"Farce 53% : ricotta 35% (sérum de lait lait, sel), épinards 20%, fibres végétales (mais et pommes de terre), huile de tournesol, chapelure (farine de blé tendre, eau, sel, levure), sérum de lait en poudre, fromage mascarpone, amidons, flocons de pomme de terre, ail, noix de muscade, aromes naturels (contiennent lait, blé), sel), Pâte 47% (farine de blé tendre, oeufs 30%, semoule de blé dur)",100.0,257.0,7.8,2.5,35.0,5.5,5.6,9.0,440.0,29.5,257.0,7.8,2.5,35.0,5.5,5.6,9.0,440.0,29.5,0,0,0,0
3011360007421,Knorr Soupe Minestrone à l'Huile d'Olive 104g 4 Portions,"Knorr, Unilever",en:plant-based-foods-and-beverages,"pâtes gentilini : 27% (semoule de BLÉ dur), pomme de terre¹, tomate¹ : 14%, amidon de pomme de terre, 
haricot blanc,sel, haricot brun, carotte¹ : 2,9%, huile d'olive vierge extra : 2,9%, haricot vert¹ : 1,9%, chlorure de potassium, protéines végétales hydrolysées, oignon¹, épices et aromates (curcuma¹, ail¹, persil¹, basilic¹ : 0,1%, poivre, graines de CÉLERI, romarin), petit pois¹ : 1%, extrait de levure, jus de citron, (jus de citron, maltodextrine), arôme. Peut contenir : lait, moutarde, œuf, soja. 
¹Ingrédients issus de l'agriculture durable : 43%. 

Teneur en légumes : 50,5%.",100.0,33.0,0.5,0.1,5.6,0.8,1.1,1.2,292.0,4.8,33.0,0.5,0.1,5.6,0.8,1.1,1.2,292.0,4.8,1,0,0,1
6111242100206,Yaourt nature,Jaouda,en:dairies,"lait frais entier, poudre de lait écrémé, amidon, ferment lactique sélectionné",100.0,78.5,3.3,2.4,8.0,0.0,0.0,4.2,0.0,8.0,78.5,3.3,2.4,8.0,0.0,0.0,4.2,0.0,8.0,0,0,1,0
7613287194374,Bitesize shredded wheat,Nestlé,en:plant-based-foods-and-beverages,Whole Grain Wheat (100%),40.0,367.0,2.2,0.5,68.7,12.5,0.7,11.8,20.0,56.2,146.8,0.8800000000000001,0.2,27.480000000000004,5.0,0.27999999999999997,4.720000000000001,8.0,22.480000000000004,0,0,1,1
3029330022428,14 Maxi Tranches complet sans sucres ajoutés,Jacquet,en:plant-based-foods-and-beverages,"Farine complète de blé (63%), eau, farine de blé (2,2%), huile de colga, Levure, arôme naturel (contient alcool), sel, farine de maïs fermentée, gluten de blé, jus d'acérola en poudre. Contient des sucres naturellement présents. Une recette sans huile de palme pour des pains de mie moelleux. Con vient à un régime végétalien. pour 1 portion %AR* pour (1 tranche ÉTIQUETAGE NUTRITIONNEL 100 g par =39,3g) portion 410 97 f Valeur 1020 kJ énergétique",393.0,243.0,3.0,0.3,42.0,6.6,3.8,8.7,480.0,35.4,954.99,11.790000000000001,1.179,165.06,25.938,14.934,34.190999999999995,1886.4,139.122,0,1,0,0
5013665100065,Organic Lightly Salted Wholegrain Low Fat Rice Cakes,Kallo,en:plant-based-foods-and-beverages,"Organic wholegrain _rice_ 99.8%, Sea Salt",1100.0,394.0,2.7,0.7,82.3,0.0,0.5,8.5,118.0,82.3,4334.0,29.700000000000003,7.699999999999999,905.3,0.0,5.5,93.5,1298.0,905.3,0,1,0,0
3046920022606,Excellence Noir Puissant 85% Cacao,Lindt,en:snacks,"Pâte de cacao, cacao maigre, beurre de cacao, cassonade, vanille.

Peut contenir du lait, des fruits à coque, du soja et des graines de sésame.",100.0,584.0,46.0,27.0,22.0,0.0,15.0,12.5,8.0,22.0,584.0,46.0,27.0,22.0,0.0,15.0,12.5,8.0,22.0,0,1,1,0
8076809513753,Pesto alla Genovese,Barilla,en:condiments,"sunflower oil, fresh basil 30%, cashew nuts, parmigiano reggiano pdo cheese 5%, (milk), maize fibre, whey powder (milk), salt, milk protein, extra virgin olive oil, sugar, basil extract, natural flavourings (milk), acidity regulator: lactic acid, garlic",475.0,492.0,47.0,5.3,11.0,3.0,5.0,4.7,1280.0,8.0,2337.0,223.25,25.175,52.25,14.25,23.75,22.325,6080.0,38.0,0,1,0,0
6111266962446,6111266962446,,en:dairies,"Lait frais entier, crème, préparation aux morceaux de chocolat, sucre, poudre de lait écrémé, texturant : amidon, arômes, ferments lactiques sélectionnés, colorant naturel",90.0,167.8,7.4,4.8,0.0,0.0,20.0,5.3,0.0,0.0,151.02,6.66,4.32,0.0,0.0,18.0,4.77,0.0,0.0,1,0,1,0
3270160862870,Émincés de poulet conchiglie complètes et légumes à l'italienne,Picard,en:plant-based-foods-and-beverages,"Pâte conchiglie complète cuite 22,8% [eau, semoule de BLÉ dur complet (GLUTEN)], émincé de poulet cuit traité en salaison [filet de poulet 17,8% (origine: UE), eau, sel], tomate pelée concassée 10,8% (tomate, jus de tomate), poivron rouge et jaune grillé 11,3%, courgette grillée 9,6%, aubergine grillée 6,2%, eau, tomate 3,4%, mozzarella râpée 2,2% (contient : LAIT), oignon rouge, poivron rouge grillé saumuré 1,2% (poivron rouge, eau, sel), basilic 1,1%, huile d'olive vierge extra, fibre de chicorée, purée de tomate double concentrée 0,6%, oignon, amidon de riz, poivron rouge 0,2%, oignon en poudre, ail, sel, LAIT écrémé en poudre, origan, persil, carotte 0,02%, thym, poivre blanc, herbes de Provence, TabascoⓇ (vinaigre, piment rouge vieilli, sel). Peut contenir des traces de: céleri, moutarde.",350.0,98.0,2.2,0.7,10.0,3.1,2.7,7.9,128.0,6.9,343.0,7.700000000000001,2.4499999999999997,35.0,10.85,9.450000000000001,27.650000000000002,448.0,24.150000000000002,0,1,0,0
50457250,Tomato Ketchup,Heinz,en:condiments,"Tomatoes, Spirit Vinegar, Sugar, Salt, Spice and Herb Extracts (Celery), Spice",115.0,102.0,0.1,0.1,23.2,0.0,22.8,1.2,708.0,23.2,117.3,0.11499999999999999,0.11499999999999999,26.679999999999996,0.0,26.22,1.38,814.1999999999999,26.679999999999996,0,0,0,1
5057545745946,Chopped Tomatoes,Tesco,en:plant-based-foods-and-beverages,"Tomatoes 60%, Tomato Juice, Acidity Regulator (Citric Acid).",1200.0,22.0,0.1,0.05,3.8,0.7,3.8,1.1,27.5,3.0999999999999996,264.0,1.2000000000000002,0.6000000000000001,45.599999999999994,8.399999999999999,45.599999999999994,13.200000000000001,330.0,37.199999999999996,0,1,0,1
6111035000058,Eau minérale naturelle,"Les Eaux Minérales d'oulmès,Sidi Ali",en:beverages-and-beverages-preparations,100% mineral water,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1,0,1,1
5000119117359,Wheat Biscuits,Tesco,en:plant-based-foods-and-beverages,"Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Riboflavin, Thiamin, Folic Acid. Allergy Advice",238.0,358.0,2.11,0.526,67.9,10.0,4.47,12.1,103.0,57.900000000000006,852.04,5.0218,1.25188,161.602,23.799999999999997,10.638599999999999,28.798,245.14,137.80200000000002,0,1,0,0
7311070032611,Krisprolls complets sans sucres ajoutés,Krisprolls,en:plant-based-foods-and-beverages,"Whole wheat flour (62%), wheat flour, vegetable oils (fully hydrogenated rapeseed oil), barley malt, yeast, salt.",13.0,400.0,6.6,0.9,68.0,8.3,1.1,13.0,440.0,59.7,52.0,0.858,0.117,8.84,1.0790000000000002,0.14300000000000002,1.69,57.2,7.761000000000001,0,0,1,1
0089686120073,indoumi goût poulet,Indomie,en:plant-based-foods-and-beverages,"Nouilles (94.2%): Farine de blé tendre, huile végétale de palme, sel, Stabilisateurs : carbonate de potassium (E501i), polyphosphate de sodium (E452i), carbonate sodium (E500i), Épaississant : Colorant : guar gum (E412), Riboflavine/Vitamine B2 (E101), Antioxydant: TBHQ (E319). Poudre d'assaisonnement (5.4%): Sucre, sel, extrait de levure, poudre d'ail, poivre, arôme artificiel de poulet, poudre de gingembre, Poudre de piment (0.4%).",70.0,453.0,17.1,8.57,61.4,2.86,2.86,11.4,1840.0,58.54,317.09999999999997,11.97,5.999,42.98,2.002,2.002,7.9799999999999995,1288.0,40.977999999999994,0,0,0,0
42104964,Ciel 33cl,Ciel,en:beverages,ماء مصفى (معالج ومنضح) وأملاح معدنية (ماغنسيوم),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1,0,1,1
3270160598373,Ratatouille cuisinée Bio,Picard,en:plant-based-foods-and-beverages,"Tomate* 20%, aubergine grillée* 16%, courgette grillée* 16%, eau, pulpe de tomate* 14%, oignon grillé* 7,7%, poivrons rouge et jaune grillés* 7%, huile d'olive vierge-extra* 3,5%, sel, amidon de riz*, carotte*, ail*. *Issu(e) de l'agriculture biologique",300.0,44.0,2.2,0.4,4.0,1.7,3.6,1.2,173.0,2.3,132.0,6.6000000000000005,1.2000000000000002,12.0,5.1,10.8,3.5999999999999996,519.0,6.8999999999999995,0,0,0,0
5449000061515,Ciel,THE COCA-COLA COMPANY,en:beverages-and-beverages-preparations,"eau minérale, calcium, magnésium, sodium, potassium, bicarbonates, chlorures, sulfates, nitrates",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1,0,1,1
6111260230619,Tranches Au Goût Cheddar,Ideal,en:dairies,Valeurs nutritionnelles Valeurs moyennes pour 100g القيمة الغذئية. بروتين / Proteines الدهون / Lipides كربوهيدرات / Glucides كيلو كالوري / Kcal 9 Num d'ag 111260 القيمة لكل 100غ و10 غ 219غ 230619 رقم: 1217-LPLS 7g 285 RI,30.0,281.0,8.0,10.0,21.0,0.0,0.0,8.0,1300.0,21.0,84.3,2.4,3.0,6.3,0.0,0.0,2.4,390.0,6.3,0,0,0,1
20995553,Chocolat noir - 85% cacao,J.D. Gross,en:snacks,"Pâte de cacao, cacao maigre en poudre, beurre de cacao, sucre, émulsifiant : lécithines (soja) ; extrait de vanille. Traces éventuelles de fruits à coque et de lait.",25.0,600.0,48.0,28.0,36.0,16.0,12.0,12.0,0.0,20.0,150.0,12.0,7.0,9.0,4.0,3.0,3.0,0.0,5.0,1,0,1,0
5031021164032,Italian Chopped Tomatoes,Tesco,en:plant-based-foods-and-beverages,"Tomato 65%, Concentrated tomato juice, 
Acidity Regulator(Citric Acid).",5200.0,25.0,0.2,0.1,4.0,0.9,4.0,1.4,36.0,3.1,1300.0,10.4,5.2,208.0,46.800000000000004,208.0,72.8,1872.0,161.20000000000002,0,1,0,0
8076800195057,SPAGHETTI N° 5,"BARILLA NORGE ASbarilla, Barilla, BARILLA NORGE AS",en:plant-based-foods-and-beverages,DURUM WHEAT SEMOLINA PASTA. May contain traces of soy and mustard.,85.0,359.0,2.0,0.5,71.0,3.0,3.5,13.0,4.0,68.0,305.15,1.7,0.425,60.35,2.55,2.975,11.049999999999999,3.4,57.8,0,1,1,1
8852018101055,Shrimp Flavour,"YumYum, Yum Yum",en:plant-based-foods-and-beverages,"_Weizen_mehl, Palmöl (Palmöl, Antioxidationsmittel: E319, E306), Tapiokastärke, Salz, Zucker, Gemüse (Knoblauch, Zwiebel, Frühlingszwiebel), Gewürze (Chili, Galgant), Geschmacksverstärker: E621, E635, Säuerungsmittel: E296, E330, _Soja_saucenpulver (_Soja_bohnen, Glukosesirup, Maltodextrin, Farbstoff: E150c), Säureregulatoren: E500, E452, E451, Maltodextrin, Maisstärke, _Fisch_sauce (_Sardellen_extrakt, Salz, Zucker), _Garnelen_ 0,2%, Zitronengras, Aroma, Verdickungsmittel: E466, Hefeextrakt, Farbstoff: E160c.",60.0,78.0,4.1,1.8,8.7,0.0,0.4,1.2,336.0,8.7,46.8,2.4599999999999995,1.08,5.22,0.0,0.24,0.72,201.6,5.22,0,0,0,1
3480341000674,Carré Frais,Elle & Vire,en:dairies,"skimmed milk (origin: france), salt, lactic ferments.",25.0,85.0,0.3,0.2,4.5,0.0,2.9,16.0,511.0,4.5,21.25,0.075,0.05,1.125,0.0,0.725,4.0,127.75,1.125,1,0,1,1
6111032001010,DANONE ASSIL BANANE,Danone,en:dairies,"يوغورت عاقد - ا سکر. قشدة، زبدة، نكهة، خمائر حليبية لليوغورت. م. د: %1.80 مصنوع ف خط قد يمكن أن يحتوي على الكلوتين و الفستوه رقم الاعتماد الصحي 0NSSA ؛ 2.1,13 LPL الوزن الصافي : 10 لمكونات حليب بدون قشدة، مسحوق الحليب بدون قشدة تصنوع خط قد 4e ستطرال - دانون - طريق قنيطردره تارية الإفتاج - تاريخ ادتهاء انعز وع 6با علي لا عو ر ek TT10322 OO TO",110.0,95.0,2.7,1.8,0.0,0.0,14.3,3.4,40.0,0.0,104.50000000000001,2.9700000000000006,1.9800000000000002,0.0,0.0,15.730000000000002,3.74,44.0,0.0,1,0,1,1
3362600011044,Henry’s,Henry's,en:snacks,"Farine de froment, sucre, graisse végétale, sucre inverti, agents levants ( bicarbonate d'ammonium - bicarbonate de sodium), sel, arome.",42.0,440.0,10.8235,5.2941,76.4706,2.3529,24.2353,7.6471,352.94120000000004,74.1177,184.79999999999998,4.54587,2.223522,32.117652,0.9882179999999999,10.178825999999999,3.211782,148.235304,31.129434,0,0,0,0
8718114724485,Mayonnaise,Hellmann's,en:condiments,"rapeseed oil (78%), egg , egg yolk (7,9%), water, spirit vinegar, sugar, salt, lemon juice concentrate, flavourings, antioxidant (calcium disodium edta), paprika extract, sunflower oil,",114.0,725.0,79.0,6.3,1.4,0.0,1.3,1.1,600.0,1.4,826.4999999999999,90.05999999999999,7.1819999999999995,1.5959999999999999,0.0,1.482,1.254,683.9999999999999,1.5959999999999999,1,0,0,0
8076809529419,Pâtes spaghetti au blé complet integral 500g,Barilla,en:plant-based-foods-and-beverages,Semoule complète de BLÉ dur. Peut contenir des traces de SOJA et de MOUTARDE.,80.0,347.0,2.5,0.5,64.0,8.0,3.5,13.0,4.0,56.0,277.6,2.0,0.4,51.2,6.4,2.8000000000000003,10.4,3.2,44.800000000000004,0,1,1,1
3272770098090,St Môret,St Môret,en:dairies,"_lait_ et _crème_ pasteurisés (Origine: France), protéines du _lait_, sel",20.0,205.0,17.8,13.2,3.0,0.0,3.0,8.3,480.0,3.0,41.0,3.5600000000000005,2.64,0.6000000000000001,0.0,0.6000000000000001,1.6600000000000001,96.0,0.6000000000000001,1,0,1,0
8712566479665,Vegetable Stock Pot 8 x imp,"Knorr, Morrisons",en:plant-based-foods-and-beverages,"concentrated vegetable stock (water, carrots, leek, red bell pepper, celeriac) (43%), glucose syrup, salt, yeast extract, palm fat, sugar, potassium chloride, parsley, vegetable juice concentrate (celery, carrots, leek, onions) (0,9%), spices (celery seeds, lovage root, nutmeg, pepper), gelling agents (xanthan gum, locust bean gum), flavourings, caramel syrup, maltodextrin,",7.0,101.3384321064,5.3,2.7,6.5,1.3,4.1,6.2,5744.0,5.2,7.093690247448001,0.371,0.18900000000000003,0.45500000000000007,0.09100000000000001,0.287,0.43400000000000005,402.08000000000004,0.36400000000000005,1,0,0,1
01162622,Chickpeas in water,"Sainsbury's, Greencane paper",en:plant-based-foods-and-beverages,"Chickpeas, Water, Antioxidant: Sodium Metabisulphite (_Sulphites_).",5120.0,122.0,1.42,0.167,22.8,6.08,0.5,7.67,10.0,16.72,6246.400000000001,72.704,8.550400000000002,1167.3600000000001,311.29600000000005,25.6,392.704,512.0,856.064,0,1,0,0
6111252421568,اكوافينا,AQUAFINA,en:beverages-and-beverages-preparations,ouverture et avant le : Voir bouteille. après مياه مصفاة بتقنية اكوافينا هايدرو - 7 Eau purifiée par la technique Aquafina HydRO-7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203,0.0,1,0,1,1
5025125000150,Everyday White Rolls,Jason's,en:plant-based-foods-and-beverages,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rye Flour, Yeast, Fermented Wheat Flour, Salt, Flour Treatment Agent: Ascorbic Acid.",180.0,245.0,0.75,0.0125,48.9,1.8,3.38,10.0,305.0,47.1,441.0,1.35,0.022500000000000003,88.02,3.24,6.084,18.0,549.0,84.78,0,1,0,1
3270160695621,"Crevettes à l'indienne, lentilles corail et légumes",Picard,en:meals,"Lentille corail cuite 26,7%, queue de crevette crue décortiquée (CRUSTACÉS) 20%, eau, courgette 7,7%, yaourt nature brassé 1% de matière grasse (LAIT) 6,6%, carotte 5,5%, épinard 4,6%, tomate 4,6%, oignon 3%, poivron jaune 2,3%, échalote, lait de coco en poudre 1,1% [lait de noix de coco, maltodextrine, caséinate de sodium (LAIT)], fumet de POISSONS [eau, POISSONS, sel, huile de tournesol, vin blanc, fibre d'agrumes, oignon en poudre], huile d'olive vierge extra, beurre (LAIT), LAIT entier en poudre, jus de citron, farine de riz, ail, fibre de lin, huile de tournesol, sauce au POISSONS 0,15% (extrait de POISSONS (anchois), sel, eau), curcuma, coriandre en poudre, sel, basilic, cumin, gingembre, thym, cannelle, piment de cayenne.

Peut contenir des traces de: oeuf, arachide, céleri.",350.0,93.0,2.8,1.4,7.6,3.1,1.7,8.1,132.0,4.5,325.5,9.799999999999999,4.8999999999999995,26.599999999999998,10.85,5.95,28.349999999999998,462.0,15.75,0,1,0,0
6111037000599,Familia 200g,,en:plant-based-foods-and-beverages,"Margarine allégée (60%M.G.):Corps gras et huiles 100% végétales, eau, sel (1%), lécithine (E322), Monoglycéride (E471), Amidon, Sorbate de potassium (E202), Acide citrique (E330), Arôme, Antioxydant (E321), Colorant, Vitamines. Contient du soja.",4.0,532.0,60.0,21.0,0.2,5.0,0.0,0.2,0.0,0.0,21.28,2.4,0.84,0.008,0.2,0.0,0.008,0.0,0.0,1,0,1,1
3270160695881,Poulet et petites pâtes sauce aux champignons,Picard,en:meats-and-their-products,"Pâte cuite cuisinée 43,3% (origine Italie) [eau, semoule de _BLÉ_ dur (_GLUTEN_), huile de tournesol, sel], champignon de Paris 20,1% (origine UE), filet de poulet cuit rôti traité en salaison [filet de poulet 15,3% (origine : UE), eau, dextrose, fécule de pomme de terre, sel], crème liquide (_LAIT_), eau, emmental râpé (contient: _LAIT_) [origine France, Allemagne, Pays-Bas], farine de riz, _LAIT_ entier en poudre, beurre (_LAIT_), sel, extrait de poulet [eau, os et viande de poulet (origine: France)], persil, jus de citron, cèpe en poudre 0,09%, poivre blanc.

Peut contenir des traces de : oeuf, arachide, moutarde.",300.0,130.0,3.4,2.1,16.0,1.1,1.0,7.8,236.0,14.9,390.0,10.2,6.300000000000001,48.0,3.3000000000000003,3.0,23.4,708.0,44.7,0,1,0,0
